Season,Name,Team,Name,Team,Season,Age,G,AB,PA,H,1B,2B,3B,HR,R,RBI,BB,IBB,SO,HBP,SF,SH,GDP,SB,CS,AVG,BB%,K%,BB/K,OBP,SLG,OPS,ISO,BABIP,wOBA,wRAA,wRC,Spd,wRC+,wSB,UBR,wGDP,XBR,IFH,BUH,GB/FB,LD%,GB%,FB%,IFFB%,HR/FB,IFH%,BUH%,Pull%,Cent%,Oppo%,Soft%,Med%,Hard%,Bat,Fld,Rep,Pos,RAR,WAR,Dol,BsR,Def,Off,Lg,wOBA,EV,LA,Barrels,Barrel%,maxEV,HardHit,HardHit%,Events,xBA,xSLG,xwOBA,O-Swing%,Z-Swing%,Swing%,O-Contact%,Z-Contact%,Contact%,Zone%,F-Strike%,SwStr%,CStr%,CSW%,NameASCII,PlayerId,MLBAMID
2024,"Heliot Ramos","SFG","Heliot Ramos","SFG",2024,24,121,475,518,128,80,23,3,22,54,72,37,2,135,2,4,0,12,6,1,0.269473684,0.071428571,0.26061776,0.274074074,0.322393822,0.469473684,0.791867506,0.2,0.329192546,0.3387795454540918,11.924050986003946,72.5186920903445,4.190042005948293,119.65543388137579,-0.12841980904340744,,,-0.5051442384719849,15,0,1.16535433,0.200581395,0.430232558,0.369186046,0.070866141,0.173228346,0.101351351,0,0.31395349,0.38953488,0.29651163,0.16569767,0.51744186,0.31686047,12.175132020545076,-4.505140781402588,15.662755612283945,-2.4114081859588623,21.87493689421646,2.2591938172976445,18.073550538381156,-0.6335640475153923,-6.91654896736145,11.541567973029684,1.58716227626428,0.3387795454540918,91.50395779875366,10.448250778958945,50,0.14534884,111.75,163,0.47383721,344,,,,0.3302521,0.75395859,0.50323222,0.5394402,0.84975767,0.72924901,0.4082546,0.61196911,0.13625062,0.14321233,0.27946295,"Heliot Ramos",22515,671218
2024,"Connor Wong","BOS","Connor Wong","BOS",2024,28,126,447,487,125,87,24,1,13,54,52,28,1,114,9,2,1,7,8,7,0.279642058,0.057494866,0.234086242,0.245614035,0.333333333,0.425055928,0.758389261,0.14541387,0.347826086,0.3301827815390125,7.840801436800184,64.80912232061071,3.5179712950425386,110.25242797469576,-2.2058127894997597,0.20000000298023224,0.20000000298023224,2.035484552383423,11,4,1.211864406,0.20668693,0.434650455,0.358662613,0.161016949,0.110169491,0.076923076,0.571428571,0.42261905,0.31845238,0.25892857,0.19047619,0.53869048,0.27083333,5.712961476642313,-17.55080795288086,14.725409233942628,6.025948524475098,10.252174410150992,1.0588212964122417,8.470570371297933,-0.17032823711633682,-11.524859428405762,5.542633239525976,1.50899136508815,0.3301827815390125,86.49396143922019,12.904292395355505,21,0.0625,109.08,115,0.3422619,336,,,,0.33269045,0.74123337,0.5139485,0.54492754,0.84176183,0.7348643,0.44366953,0.65092402,0.13619303,0.14316354,0.27935657,"Connor Wong",19896,657136
2022,"Gavin Lux","LAD","Gavin Lux","LAD",2022,24,129,421,471,116,83,20,7,6,66,42,47,0,95,0,3,0,3,7,2,0.275534441,0.099787685,0.201698513,0.494736842,0.346072186,0.399049881,0.745122067,0.12351544,0.340557275,0.3282410111396935,6.920511593972029,60.77769051298934,6.180214869272997,113.39221612942931,0.06756009254604578,1.4999998807907104,1.600000023841858,0.8681640028953552,13,0,1.659793814,0.215805471,0.489361702,0.294832826,0.072164948,0.06185567,0.080745341,0,0.4224924,0.36474164,0.21276596,0.17325228,0.54103343,0.28571429,7.328578134928527,0.7138868570327759,14.045139642432332,0.40066272020339966,25.58190002890739,2.686006466617441,21.488051732939528,0.935724095441401,1.1145495772361755,8.264302230369928,2.1579085788689554,0.3282410111396935,87.96116973132622,6.8117869307355186,20,0.06079027,108.129,131,0.39817629,329,,,,0.26716141,0.65013055,0.42624729,0.64236111,0.86947791,0.78625954,0.4154013,0.58174098,0.09110629,0.18817787,0.27928416,"Gavin Lux",19955,666158
2024,"Willi Castro","MIN","Willi Castro","MIN",2024,27,158,558,635,138,90,31,5,12,89,60,51,0,150,21,4,1,8,14,9,0.247311827,0.08031496,0.236220472,0.34,0.331230283,0.385304659,0.716534942,0.137992832,0.315,0.3171236067540262,3.549265932270889,77.83034141732156,5.860423195953466,107.53783062221416,-2.1236300617456436,0.6000000238418579,0.30000001192092896,1.4991827011108398,10,0,1.064935064,0.218673218,0.402948402,0.378378378,0.071428571,0.077922077,0.060975609,0,0.39467312,0.35108959,0.25423729,0.15012107,0.53753027,0.31234867,5.476785186657314,1.6229937076568604,19.200482266023755,2.3142426013946533,29.957632411017645,3.0939562592173977,24.75165007373918,-0.6244473606348038,3.9372363090515137,4.85233782602251,1.967576009919867,0.3171236067540262,87.35523726851852,13.613812827124384,29,0.07021792,112.281,149,0.36077482,413,,,,0.35907859,0.73088093,0.51215624,0.53962264,0.86754967,0.73229572,0.41171782,0.6503937,0.13699721,0.14217443,0.27917164,"Willi Castro",17338,650489
2023,"Stuart Fairchild","CIN","Stuart Fairchild","CIN",2023,27,97,219,255,50,27,16,2,5,34,28,25,0,69,6,2,3,2,10,3,0.228310502,0.098039215,0.270588235,0.36231884,0.321428571,0.388127853,0.709556424,0.159817351,0.306122448,0.3120654435857894,-1.3361650729914236,29.73410080872578,7.028951484912251,88.23170486302162,0.28686872962862253,1.300000011920929,0.699999988079071,1.626974105834961,4,0,1.017241379,0.22,0.393333333,0.386666666,0.086206896,0.086206896,0.06779661,0,0.50322581,0.28387097,0.21290323,0.12903226,0.61935484,0.2516129,-3.717681581749492,3.183587074279785,7.917360607534647,-1.8810011148452759,8.162805871908642,0.8139746093936756,6.511796875149405,1.9138428354635835,1.3025859594345093,-1.8038387462859085,0.746698051225394,0.3120654435857894,85.91224045721476,14.287972879089764,12,0.07741935,109.739,46,0.29677419,155,,,,0.27852998,0.78409091,0.51097179,0.48611111,0.7826087,0.69529652,0.45977011,0.6627451,0.15520833,0.12395833,0.27916667,"Stuart Fairchild",20321,656413
2022,"Taylor Ward","LAA","Taylor Ward","LAA",2022,28,135,495,564,139,92,22,2,23,73,65,60,0,120,4,5,0,5,5,3,0.28080808,0.106382978,0.212765957,0.5,0.359929078,0.472727272,0.83265635,0.191919192,0.324929971,0.36193434651016343,23.383689512665452,87.8750884730174,3.401665910460478,136.44091182771547,-0.8372357506304979,0.2999999523162842,1.2000000476837158,-1.771773099899292,13,0,0.810975609,0.218421052,0.35,0.431578947,0.079268292,0.140243902,0.09774436,0,0.40263158,0.35789474,0.23947368,0.12368421,0.52105263,0.35526316,23.127872397358598,2.3403258323669434,16.818383775651455,-5.68758487701416,35.009562084152435,3.6758766958364393,29.407013566691514,-2.60900885052979,-3.347259044647217,20.518863546828808,1.0195738063193858,0.36193434651016343,89.98313819261213,15.7811301842843,46,0.12105263,112.552,162,0.42631579,380,,,,0.23555889,0.66078838,0.41401828,0.64968153,0.8744113,0.8002103,0.41967784,0.58687943,0.08271659,0.19634306,0.27905964,"Taylor Ward",17548,621493
2024,"DJ LeMahieu","NYY","DJ LeMahieu","NYY",2024,35,67,201,228,41,34,5,0,2,19,26,19,0,35,1,6,1,13,0,1,0.203980099,0.083333333,0.153508771,0.542857142,0.268722466,0.258706467,0.527428933,0.054726368,0.229411764,0.23860481394545097,-13.134458631358488,13.536541700281756,1.697469985805861,51.62386693224437,-0.8311972171068192,,,-1.3649908304214478,5,0,1.979591836,0.15116279,0.563953488,0.28488372,0.061224489,0.040816326,0.051546391,0,0.30057803,0.45086705,0.24855491,0.15028902,0.55491329,0.29479769,-12.620355963788374,3.702634334564209,6.894031427800655,-1.3420212268829346,-4.8554312392020655,-0.5014579145514861,-4.011663316411889,-2.196188047528267,2.3606131076812744,-14.81654401131664,0.7064682366326451,0.23860481394545097,88.54098723655524,1.9209323262059412,10,0.05780347,108.377,65,0.37572254,173,,,,0.32196162,0.59574468,0.44378698,0.70860927,0.94642857,0.85066667,0.44497041,0.60964912,0.06619385,0.21276596,0.27895981,"DJ LeMahieu",9874,518934
2023,"Chas McCormick","HOU","Chas McCormick","HOU",2023,28,115,403,457,110,69,17,2,22,59,70,40,0,117,11,2,1,3,19,6,0.272952853,0.087527352,0.256017505,0.341880341,0.353070175,0.488833746,0.841903921,0.215880893,0.330827067,0.36203723531543164,16.57171391678692,72.25450414402128,5.400753975086548,133.2324821385811,0.34291696175932884,-0.6000000238418579,2,-0.30930858850479126,9,2,1.074074074,0.211267605,0.408450704,0.38028169,0.046296296,0.203703703,0.077586206,0.4,0.44290657,0.32525952,0.23183391,0.12802768,0.53287197,0.33910035,18.19749288988949,1.540237545967102,14.189152147620916,-2.336533784866333,33.133213238853,3.303961251469362,26.431690011754895,0.03360837325453758,-0.796296238899231,18.231101263144026,1.509256066987291,0.36203723531543164,88.00856899207747,14.562424350792254,32,0.11072664,109.435,112,0.38754325,289,,,,0.32959851,0.71117166,0.48476454,0.60906516,0.81226054,0.73028571,0.4066482,0.60393873,0.13060321,0.14831212,0.27891533,"Chas McCormick",19599,676801
2024,"Jazz Chisholm Jr.","- - -","Jazz Chisholm Jr.","- - -",2024,26,147,562,621,144,95,21,4,24,74,73,53,5,152,4,2,0,6,40,10,0.256227758,0.085346215,0.244766505,0.34868421,0.323671497,0.43594306,0.759614557,0.179715302,0.30927835,0.32729744707996195,8.509573086450589,81.15295556868125,6.272166708751539,109.56829919710812,2.7897499427199364,0.7999999523162842,0.5,3.3707630038261414,15,4,1.394366197,0.160493827,0.488888888,0.350617283,0.084507042,0.169014084,0.075757575,0.571428571,0.44417476,0.37621359,0.17961165,0.1407767,0.51941748,0.33980583,6.789005807886612,3.260350823402405,18.777164546772838,1.7141053080558777,38.61049003857818,3.9876037494330134,31.900829995464107,6.160512946546078,4.9744561314582825,12.94951875443269,1.9093506059143692,0.32729744707996195,89.7479717548077,11.390609248991936,40,0.09708738,110.11,168,0.40776699,412,,,,0.31589814,0.67754319,0.46693387,0.62309368,0.79886686,0.72961373,0.41763527,0.5958132,0.12605042,0.15286114,0.27891156,"Jazz Chisholm Jr.",20454,665862
2024,"Andy Ibáñez","DET","Andy Ibáñez","DET",2024,31,99,224,244,54,39,9,1,5,30,32,15,0,63,3,2,0,2,2,3,0.241071428,0.061475409,0.258196721,0.238095238,0.295081967,0.357142857,0.652224824,0.116071429,0.310126582,0.2869353824463047,-4.564730584149317,23.977918893570944,3.9549840306242037,86.81764649363906,-1.2648872956633568,-0.10000000149011612,0.10000000149011612,1.0994648933410645,4,0,0.753424657,0.214723926,0.337423312,0.44785276,0.219178082,0.06849315,0.072727272,0,0.41104294,0.3190184,0.26993865,0.19631902,0.49693252,0.30674847,-3.6803437764691873,4.042369365692139,7.377823106944561,-0.8527665138244629,7.477704735013589,0.7722803675555533,6.178242940444426,-0.16542240232229233,3.189602851867676,-3.8457661787914796,0.7560449549928308,0.2869353824463047,88.39041137695312,21.022718811035155,8,0.04907975,108.649,53,0.32515337,163,,,,0.36397749,0.75,0.52562704,0.56185567,0.84375,0.73029046,0.41875682,0.5942623,0.1416122,0.1372549,0.2788671,"Andy Ibanez",18819,628451
2023,"Andrew Knizner","STL","Andrew Knizner","STL",2023,28,70,224,241,54,33,11,0,10,30,31,12,0,62,3,1,1,8,2,0,0.241071428,0.049792531,0.25726141,0.193548387,0.2875,0.424107142,0.711607142,0.183035714,0.287581699,0.30572872385382655,-2.531112132735121,26.833335229985845,3.6905129366782488,91.96896829627809,0.030154071748256683,-0.8999999463558197,-0.4000000059604645,-1.5940656661987305,6,0,0.942028985,0.167701863,0.403726708,0.428571428,0.130434782,0.144927536,0.092307692,0,0.3902439,0.34756098,0.26219512,0.20121951,0.48170732,0.31707317,-2.3977662382196065,-8.845119297504425,7.4826819859445095,4.835391044616699,0.2169787644859973,0.021636580342675238,0.1730926427414019,-1.5639115944504738,-4.009728252887726,-3.9616778326700803,0.705702864099294,0.30572872385382655,89.56410738548136,14.267020089285714,13,0.07926829,110.335,67,0.40853659,164,,,,0.40384615,0.72451791,0.54392298,0.64021164,0.82129278,0.74557522,0.4368231,0.68879668,0.13822115,0.140625,0.27884615,"Andrew Knizner",19514,668800
2023,"Harold Ramírez","TBR","Harold Ramírez","TBR",2023,28,122,400,434,125,92,19,2,12,58,68,22,0,79,6,6,0,7,5,3,0.3125,0.050691244,0.182027649,0.278481012,0.352534562,0.46,0.812534562,0.1475,0.358730158,0.34948756096000494,11.214295133799807,64.09466922268321,4.195046693105249,127.02561949307439,-1.1908489502966404,2.099999785423279,0.6000000238418579,-0.6622567772865295,16,0,1.904255319,0.165137614,0.547400611,0.287461773,0.09574468,0.127659574,0.089385474,0,0.33333333,0.3883792,0.27828746,0.14678899,0.56269113,0.29051988,14.053935810775057,-2.270474910736084,13.475037269294262,-10.523548126220703,14.31514219971423,1.4274702183628902,11.419761746903122,-1.85310572758317,-12.794023036956787,12.200830083191887,1.4332978841848671,0.34948756096000494,89.08073118227554,6.0597543627854105,15,0.04587156,112.456,133,0.40672783,327,,,,0.47623967,0.70973154,0.56521739,0.61388286,0.86052009,0.73190045,0.38107417,0.67741935,0.1514377,0.12715655,0.27859425,"Harold Ramirez",14387,623912
2024,"Jonathan India","CIN","Jonathan India","CIN",2024,27,151,533,637,132,87,28,2,15,84,58,80,0,125,15,7,2,16,13,2,0.247654784,0.125588697,0.196232339,0.64,0.357480314,0.392120075,0.749600389,0.144465291,0.2925,0.33337109332948217,11.890467694885283,86.40549932319597,4.992068191498279,107.57364794843971,0.35356634855270386,0.20000000298023224,0.20000000298023224,-0.40478867292404175,9,0,1.166666666,0.216867469,0.421686746,0.361445783,0.106666666,0.1,0.051428571,0,0.41966427,0.3764988,0.20383693,0.17266187,0.52997602,0.29736211,5.7690702890224745,0.29042455554008484,19.260956225916743,0.005143383052200079,27.22615276618786,2.811855243085764,22.49484194468611,-0.05122232437133789,0.2955679385922849,5.717847964651137,1.9517806370276958,0.33337109332948217,87.18477317330918,13.47077389039855,32,0.07673861,110.812,151,0.36211031,417,,,,0.21279461,0.59811482,0.38235294,0.67088608,0.8982808,0.82741617,0.44004525,0.59811617,0.06596306,0.21258952,0.27855258,"Jonathan India",21523,663697
2023,"Jesús Sánchez","MIA","Jesús Sánchez","MIA",2023,25,125,360,402,91,51,23,3,14,43,52,38,1,107,2,1,1,12,3,1,0.252777777,0.094527363,0.266169154,0.355140186,0.326683291,0.45,0.776683291,0.197222223,0.320833333,0.33395061001181603,5.200221928879162,54.18158226005688,4.090852002627348,106.77651613508776,-0.5155391609296203,-0.10000002384185791,-1.399999976158142,0.22796499729156494,7,0,1.865671641,0.241106719,0.494071146,0.264822134,0.104477611,0.208955223,0.056,0,0.34901961,0.32941176,0.32156863,0.17254902,0.45098039,0.37647059,3.374822902604481,1.5354684591293335,12.48148613423109,-4.279834747314453,14.001516101061842,1.3961962072995169,11.169569658396135,-0.2875741636380553,-2.7443662881851196,3.0872487389664256,1.1771475160494447,0.33395061001181603,90.37690662202381,5.64899408249628,31,0.12156863,114.811,118,0.4627451,255,,,,0.34124629,0.72136223,0.48943874,0.5942029,0.8304721,0.72996301,0.38986119,0.55223881,0.13200723,0.14647378,0.27848101,"Jesus Sanchez",19913,660821
2023,"Taylor Walls","TBR","Taylor Walls","TBR",2023,26,99,303,349,61,39,12,2,8,50,36,44,0,92,1,0,1,1,22,1,0.201320132,0.126074498,0.263610315,0.478260869,0.304597701,0.333333333,0.637931034,0.132013201,0.261083743,0.2869548723958005,-9.106916299901583,33.41670249507608,7.5968059637600085,83.68284236364164,3.3306916374713182,1.3999998569488525,1.7999999523162842,1.49435293674469,4,1,0.762886597,0.185714285,0.352380952,0.461904761,0.103092783,0.082474226,0.054054054,0.5,0.35849057,0.40566038,0.23584906,0.15566038,0.5990566,0.24528302,-6.823426446757891,-4.685410976409912,10.835917066782713,2.2302234172821045,7.534930495897628,0.751364445443155,6.01091556354524,4.825044574216008,-2.4551875591278076,-1.9983818725418825,1.1525828607846051,0.2869548723958005,86.69423363095238,19.096956380208333,7,0.03301887,104.751,60,0.28301887,212,,,,0.21254802,0.69122257,0.42776603,0.57831325,0.83219955,0.76276771,0.4496124,0.57879656,0.10126582,0.17721519,0.27848101,"Taylor Walls",22458,670764
2022,"Kyle Isbel","KCR","Kyle Isbel","KCR",2022,25,106,256,278,54,35,10,4,5,32,28,16,0,75,3,2,1,5,9,6,0.2109375,0.057553956,0.269784172,0.213333333,0.263537906,0.33984375,0.603381656,0.12890625,0.275280898,0.2653265694418539,-9.810145065709321,21.978168606237205,7.255648498643555,65.55750785237541,-0.8065888183191419,0.4000000059604645,-0.4000000059604645,0.6515992283821106,4,1,1.147058823,0.193370165,0.430939226,0.375690607,0.176470588,0.073529411,0.051282051,0.333333333,0.47826087,0.30978261,0.21195652,0.17934783,0.49456522,0.32608696,-10.774737716242043,8.507292747497559,8.289912570267916,-2.1844990253448486,4.1855348694982695,0.4394659393173035,3.515727514538428,-0.15498958993703127,6.32279372215271,-10.929727306179075,0.5025558832567185,0.2653265694418539,89.70831163194444,10.592855042515538,9,0.04891304,111.235,82,0.44565217,184,,,,0.31825525,0.64679912,0.45708955,0.67005076,0.89761092,0.80612245,0.42257463,0.58992806,0.08845438,0.18994413,0.27839851,"Kyle Isbel",21614,664728
2023,"Willy Adames","MIL","Willy Adames","MIL",2023,27,149,553,638,120,65,29,2,24,73,80,71,1,165,6,6,0,12,5,3,0.216998191,0.111285266,0.258620689,0.43030303,0.309748427,0.406871609,0.716620036,0.189873418,0.259459459,0.31140037183686503,-3.6954289550790547,74.04115783917811,3.4766606027804903,93.92127602489927,-1.3526565465144813,1.100000023841858,0,0.3340790569782257,7,0,0.806818181,0.192893401,0.360406091,0.446700507,0.113636363,0.136363636,0.049295774,0,0.46446701,0.35786802,0.17766497,0.18274112,0.46446701,0.35279188,-4.804537194491362,11.038108825683594,19.80892575532198,6.378599643707275,33.27072878257465,3.3176739579507926,26.54139166360634,-1.0185774895362556,17.41670846939087,-5.823114684027618,1.8682092418894172,0.31140037183686503,87.35124524111676,18.170006146890863,49,0.12373737,109.842,143,0.36111111,396,,,,0.35559678,0.73646578,0.49922958,0.56521739,0.83495146,0.71527778,0.37711864,0.60344828,0.14165067,0.13666027,0.27831094,"Willy Adames",15986,642715
2024,"Dylan Crews","WSN","Dylan Crews","WSN",2024,22,31,119,132,26,17,5,1,3,12,8,11,0,26,1,1,0,4,12,3,0.218487394,0.083333333,0.196969696,0.423076923,0.287878787,0.352941176,0.640819963,0.134453782,0.252747252,0.2825809396577604,-2.932067285984336,12.509038169175806,6.856497614978839,80.22667828376517,0.9561005607247353,,,0.6074162125587463,4,0,1.8,0.106382978,0.574468085,0.319148936,0.166666666,0.1,0.074074074,0,0.40425532,0.43617021,0.15957447,0.17021277,0.53191489,0.29787234,-3.121151488035499,3.3561208248138428,3.9912813529372215,-1.1951301097869873,4.999087971873999,0.5162944557417568,4.1303556459340545,1.5635167732834816,2.1609907150268555,-1.5576347147520173,0.4044506186619401,0.2825809396577604,88.9837134576613,8.760336599042338,6,0.06382979,109.619,42,0.44680851,94,,,,0.29508197,0.66046512,0.44615385,0.6,0.88732394,0.77586207,0.41346154,0.59090909,0.09980806,0.17850288,0.27831094,"Dylan Crews",33541,686611
2023,"Jake Meyers","HOU","Jake Meyers","HOU",2023,27,112,309,341,70,43,16,1,10,42,33,26,0,88,5,1,0,2,5,2,0.226537216,0.076246334,0.258064516,0.295454545,0.296187683,0.381877022,0.678064705,0.155339806,0.283018867,0.2967231222960956,-6.131772114402571,35.41709324114867,4.641862999418808,87.96183875184926,-0.4143352201208472,2.0000001192092896,0.8999999761581421,1.1480473279953003,12,1,1.04494382,0.172727272,0.422727272,0.404545454,0.101123595,0.11235955,0.129032258,0.5,0.42792793,0.31531532,0.25675676,0.17567568,0.53153153,0.29279279,-4.918663515216627,3.6366093158721924,10.58752928301692,1.356881022453308,12.522230837288356,1.2486855763159215,9.989484610527372,0.7337121078744531,4.9934903383255005,-4.184951407342174,1.12616262328811,0.2967231222960956,85.99026988636363,13.86667813387784,14,0.06306306,108.34,62,0.27927928,222,,,,0.30198675,0.71052632,0.47773585,0.54385965,0.85432099,0.74249605,0.43018868,0.65102639,0.12292609,0.15535445,0.27828054,"Jake Meyers",20308,676694
2022,"Brendan Donovan","STL","Brendan Donovan","STL",2022,25,126,391,468,110,83,21,1,5,64,45,60,1,70,14,2,1,8,2,3,0.281329923,0.128205128,0.149572649,0.857142857,0.394004282,0.378516624,0.772520906,0.097186701,0.330188679,0.3487786563680919,14.512251015946608,68.02639057879185,2.8522375402865157,127.20335533204725,-1.4372357595711946,-0.19999998807907104,-0.30000001192092896,-0.9888240098953247,15,1,2.236842105,0.236024844,0.52795031,0.236024844,0.026315789,0.065789473,0.088235294,0.5,0.35493827,0.34259259,0.30246914,0.15432099,0.58024691,0.2654321,14.791584309384566,-0.2616121768951416,13.955680154263973,-2.6366026401519775,25.56715381537412,2.6844581678255715,21.47566534260457,-2.4260597694665194,-2.898214817047119,12.365524539918047,2.144163938239217,0.3487786563680919,87.72812013239876,6.012350777599299,11,0.03395062,107.041,122,0.37654321,324,,,,0.23206377,0.57467145,0.37792472,0.72137405,0.92931393,0.85598923,0.42573754,0.56623932,0.05442523,0.22380468,0.27822991,"Brendan Donovan",24679,680977
2024,"Dylan Moore","SEA","Dylan Moore","SEA",2024,31,135,368,441,74,37,23,4,10,53,42,53,1,123,14,5,1,8,32,6,0.201086956,0.120181405,0.278911564,0.430894308,0.320454545,0.366847826,0.687302371,0.16576087,0.266666666,0.3058058915485825,-1.5522256408161808,50.035103948014296,7.956632607102913,105.28023906462668,3.1570421382784843,0.40000003576278687,0.30000001192092896,0.9665845632553101,8,0,0.578125,0.192,0.296,0.512,0.140625,0.078125,0.108108108,0,0.50996016,0.30677291,0.18326693,0.14741036,0.54581673,0.30677291,2.6643899243049933,0.057484276592731476,13.3345081564039,1.5729305744171143,23.119397933055147,2.3877189279486153,19.101751423588922,4.123626701533794,1.6304148510098457,6.788016625838788,1.3664582998026162,0.3058058915485825,88.405921875,22.57649609375,22,0.0876494,109.133,91,0.3625498,251,,,,0.2234252,0.68020305,0.422949,0.59471366,0.85820896,0.77981651,0.4368071,0.60544218,0.09307479,0.18504155,0.27811634,"Dylan Moore",18042,664238
2024,"Dansby Swanson","CHC","Dansby Swanson","CHC",2024,30,149,534,593,129,84,27,2,16,82,66,54,2,144,2,3,0,7,19,3,0.241573033,0.091062394,0.242833052,0.375,0.311973018,0.389513108,0.701486126,0.147940075,0.299734748,0.30656940884598216,-1.7228198727398238,67.6451766038508,5.818804777357938,98.55434504343681,1.495826542377472,0.10000000149011612,0,2.9466733932495117,19,0,1.496183206,0.167938931,0.498727735,0.333333333,0.083969465,0.122137404,0.096938775,0,0.4605598,0.35114504,0.18829517,0.15012723,0.5394402,0.31043257,-1.0251339753895126,12.386893272399902,17.930529108271003,6.55006742477417,42.10181952982293,4.348180332529557,34.785442660236455,4.442499935626984,18.936960697174072,3.417365960237471,1.8169637641403824,0.30656940884598216,89.36825103371501,10.350592770952607,36,0.09160305,109.761,167,0.42493639,393,,,,0.28197227,0.73982971,0.48747346,0.57650273,0.80179028,0.72996516,0.44883227,0.61888702,0.13141162,0.14667232,0.27808393,"Dansby Swanson",18314,621020
2022,"David Fletcher","LAA","David Fletcher","LAA",2022,28,61,216,228,55,43,9,1,2,20,17,7,0,16,3,0,2,6,1,0,0.254629629,0.030701754,0.070175438,0.4375,0.287610619,0.333333333,0.620943952,0.078703704,0.267676767,0.27471711229434054,-6.344807394214144,19.726183674864302,3.4285735400356683,74.86737528654565,-0.019371246453374624,-0.8999999761581421,-0.6000000238418579,-0.6676527261734009,3,1,0.884615384,0.246153846,0.353846153,0.4,0.153846153,0.025641025,0.04347826,0.142857142,0.34158416,0.32673267,0.33168317,0.21782178,0.65346535,0.12871287,-6.448222823806277,5.613252639770508,6.798921100795269,1.556355357170105,7.245450435772368,0.7607459454555587,6.08596756364447,-0.6870239726267755,7.169607996940613,-7.135246796433052,0.4121681344695389,0.27471711229434054,82.13259101159794,15.004945412660257,0,0,99.0128,14,0.06930693,202,,,,0.35466667,0.61690141,0.48219178,0.78947368,0.94520548,0.88636364,0.48630137,0.61403509,0.05479452,0.22328767,0.27808219,"David Fletcher",17992,664058
2022,"Kevin Kiermaier","TBR","Kevin Kiermaier","TBR",2022,32,63,206,221,47,32,8,0,7,28,22,14,0,61,1,0,0,2,6,1,0.228155339,0.063348416,0.276018099,0.229508196,0.280542986,0.368932038,0.649475024,0.140776699,0.289855072,0.28616144889080686,-4.140723430216361,21.129842474460553,4.907642677235952,88.73360632859524,0.60828349692747,1.8999999165534973,0.699999988079071,2.2659900188446045,6,0,1.9,0.2,0.524137931,0.275862068,0.05,0.175,0.078947368,0,0.33103448,0.33793103,0.33103448,0.17241379,0.55862069,0.26896552,-2.801847793757964,1.3544954061508179,6.5901822950690985,0.6109965443611145,9.027613817234474,0.9478666191258825,7.58293295300706,2.8742735157720745,1.9654919505119324,0.07242572201411068,0.3995138496393338,0.28616144889080686,87.86434536637931,5.30531216325431,10,0.06896552,109.85,56,0.3862069,145,,,,0.32832618,0.75068493,0.51383875,0.47058824,0.84306569,0.70960187,0.43922984,0.64705882,0.14921781,0.12876053,0.27797834,"Kevin Kiermaier",11038,595281
2024,"Josh Lowe","TBR","Josh Lowe","TBR",2024,26,106,353,387,85,54,19,2,10,37,34,32,4,123,0,2,0,2,25,1,0.240793201,0.082687338,0.317829457,0.260162601,0.302325581,0.390934844,0.693260425,0.150141643,0.337837837,0.29874266905821956,-3.562216721806118,41.7082969990043,6.579225381483386,97.98252478205855,3.947815030813217,,,-0.6367701292037964,3,0,0.865979381,0.219827586,0.362068965,0.418103448,0.082474226,0.103092783,0.035714285,0,0.35344828,0.32758621,0.31896552,0.15086207,0.52155172,0.32758621,-0.8933564576836317,-1.165648102760315,11.701711239293218,-4.639916896820068,9.512971558975613,0.9824781042384743,7.859824833907794,3.3110449016094208,-5.805564999580383,2.417688443925789,1.1991368753369898,0.29874266905821956,90.80627862338362,16.9013566641972,24,0.10344828,109.274,107,0.4612069,232,,,,0.36803365,0.70319001,0.51255981,0.61428571,0.8086785,0.72928821,0.4312201,0.58914729,0.13867304,0.13927077,0.27794381,"Josh Lowe",19953,666139
2022,"Jorge Polanco","MIN","Jorge Polanco","MIN",2022,28,104,375,445,88,56,16,0,16,54,56,64,1,95,2,4,0,4,3,3,0.234666666,0.143820224,0.213483146,0.67368421,0.346067415,0.405333333,0.751400748,0.170666667,0.268656716,0.3325734122379406,8.070096210609119,58.954267376135036,2.254245366847261,118.14573611161934,-1.092367950361222,0.3999999761581421,1.600000023841858,0.19230787456035614,3,1,0.622222222,0.217857142,0.3,0.482142857,0.088888888,0.118518518,0.035714285,0.25,0.48943662,0.29929577,0.21126761,0.1443662,0.52464789,0.33098592,9.086611182461422,-6.941404342651367,13.269824078306556,1.0430949926376343,16.362516799159277,1.7180047566058543,13.744038052846834,-0.9000600758008659,-5.898309350013733,8.186551106660556,0.8044509642058983,0.3325734122379406,88.97752156137993,21.70264196908602,29,0.10211268,110.995,109,0.38380282,284,,,,0.28187337,0.6398929,0.42263158,0.64307692,0.85774059,0.77085928,0.39315789,0.52134831,0.09684211,0.18105263,0.27789474,"Jorge Polanco",13152,593871
